value_tot_resial_building_aud000, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, tot_dwl_num, sa4_name, value_non_resial_building_aud000, sa4_code, value_alterations_additions_conversions_resial_building_aud000
462079.8,213,1021896.5,319891.9,1284,92576.9,1503,"Sydney - Ryde",559816.7,"126",49611.0
612355.8,2077,1082025.2,88951.3,358,504296.0,2474,"Sydney - South West",469669.5,"127",19108.5
261269.7,277,698223.0,85237.6,324,111907.3,608,"Sydney - Sutherland",436953.2,"128",64124.8
319655.1,1079,494682.3,27376.1,163,250554.4,1254,"Ballarat",175027.2,"201",41724.7
370160.0,1330,1322828.2,11256.0,69,315837.5,1403,"Bendigo",952668.2,"202",43066.5
820006.6,2327,1112590.4,58069.6,304,636677.6,2682,"Geelong",292583.9,"203",125259.3
334542.0,1033,577652.5,29276.6,226,258752.7,1265,"Hume",243110.5,"204",46512.7
541495.1,1715,924624.2,22351.8,147,434346.3,1878,"Latrobe - Gippsland",383129.1,"205",84797.0
2932702.2,548,5016125.0,2037384.5,7154,271999.1,8370,"Melbourne - Inner",2083422.8,"206",623318.6
1172159.6,817,1496014.8,478814.4,1786,446449.6,2626,"Melbourne - Inner East",323855.2,"207",246895.6
1174235.1,715,1410922.0,606296.3,2092,344933.0,2825,"Melbourne - Inner South",236686.9,"208",223005.8
1192121.2,3239,1559367.5,293185.5,1489,786289.4,4751,"Melbourne - North East",367246.2,"209",112646.4
803171.6,2180,1250766.8,204011.9,1212,538594.8,3413,"Melbourne - North West",447595.1,"210",60564.9
677566.2,1258,951788.8,204655.4,921,349802.3,2201,"Melbourne - Outer East",274222.6,"211",123108.5
1373365.0,4172,2381853.2,240490.0,1320,1046137.6,5518,"Melbourne - South East",1008488.3,"212",86737.4
1756671.0,3992,3138765.5,631067.2,2678,969927.0,6928,"Melbourne - West",1382094.6,"213",155676.8
681681.5,1291,927063.3,117342.4,616,416622.7,1973,"Mornington Peninsula",245381.9,"214",147716.3
148847.9,457,292729.5,1265.8,7,115261.4,471,"North West",143881.6,"215",32320.7
157971.1,495,297462.8,1303.7,7,121366.6,506,"Shepparton",139491.7,"216",35300.8
194486.6,505,274790.7,14841.8,57,142781.5,571,"Warrnambool and South West",80304.1,"217",36863.3
283753.0,720,526122.6,40018.7,274,205150.0,1000,"Brisbane - East",242369.6,"301",38584.4
333851.5,512,662705.8,136281.3,869,137542.1,1384,"Brisbane - North",328854.3,"302",60028.1
422449.0,535,1126636.0,133865.9,717,182327.7,1261,"Brisbane - South",704187.0,"303",106255.4
260996.6,396,393148.9,27464.5,125,157096.9,526,"Brisbane - West",132152.3,"304",76435.2
1009143.7,282,2712727.2,638165.4,2540,152738.4,2842,"Brisbane Inner City",1703583.5,"305",218239.9
254050.2,669,365100.3,4650.0,25,187297.7,699,"Cairns",111050.1,"306",62102.4
239094.1,699,447459.9,28636.3,157,181218.1,859,"Darling Downs - Maranoa",208365.8,"307",29239.7
947628.0,2327,1684929.2,246019.9,977,649133.0,3305,"Fitzroy",737301.3,"308",52475.0
776806.6,1331,1415176.2,311611.0,1267,388916.5,2608,"Gold Coast",638369.6,"309",76279.1
492669.8,1726,866457.6,76285.2,602,378387.3,2332,"Ipswich",373787.8,"310",37997.2
318006.2,926,606388.5,89310.9,526,198187.3,1465,"Logan - Beaudesert",288382.3,"311",30508.0
810279.0,1768,1291455.9,223211.0,899,538604.4,2676,"Mackay",481176.9,"312",48463.6
255567.8,671,370089.0,64386.5,374,158329.1,1053,"Moreton Bay - North",114521.2,"313",32852.2
413331.7,1098,543733.8,139011.6,854,249239.1,1953,"Moreton Bay - South",130402.1,"314",25081.1
50175.3,114,149822.5,9511.3,39,30252.4,156,"Queensland - Outback",99647.2,"315",10411.6
540808.6,1212,1742379.0,92196.5,478,354914.9,1700,"Sunshine Coast",1201570.4,"316",93697.2
226248.8,573,366358.3,41256.0,246,149461.6,825,"Toowoomba",140109.5,"317",35531.2
488353.4,1337,941281.0,98227.5,482,327640.3,1828,"Townsville",452927.5,"318",62485.7
310927.2,1108,560123.8,20153.0,127,247602.8,1240,"Wide Bay",249196.6,"319",43171.4
574811.1,793,1080012.2,133948.2,505,235499.4,1520,"Adelaide - Central and Hills",505201.1,"401",205363.5
475400.1,2119,811918.7,45748.3,250,400031.8,2378,"Adelaide - North",336518.6,"402",29620.0
406506.7,1157,680439.7,81623.5,467,259012.6,1633,"Adelaide - South",273933.0,"403",65870.6
262659.9,627,589037.6,85674.7,425,139025.9,1058,"Adelaide - West",326377.7,"404",37959.3
144834.1,586,215429.7,2358.5,15,120331.9,605,"Barossa - Yorke - Mid North",70595.6,"405",22143.7
123055.4,449,294056.9,2877.1,20,103181.9,473,"South Australia - Outback",171001.5,"406",16996.3
263070.0,1106,402554.0,3606.5,19,221374.5,1132,"South Australia - South East",139483.9,"407",38089.0
450140.9,1503,582988.4,11302.6,69,395807.1,1575,"Bunbury",132847.5,"501",43031.2
259957.3,1005,290038.1,17865.6,141,232312.8,1147,"Mandurah",30080.9,"502",9778.8
630650.7,423,1363340.0,289513.8,996,244414.7,1421,"Perth - Inner",732689.3,"503",96722.2
699476.7,2298,1359382.8,119915.8,637,526473.0,2947,"Perth - North East",659906.1,"504",53087.9
1322197.0,4020,2120178.5,204058.5,985,1019346.5,5018,"Perth - North West",797981.5,"505",98792.0
1188140.0,3591,1837651.1,263547.0,1235,841927.4,4856,"Perth - South East",649511.1,"506",82665.6
1110202.2,3470,1749872.5,150964.6,695,867333.1,4173,"Perth - South West",639670.2,"507",91904.6
1194949.6,2159,2550014.8,344381.9,850,782118.5,3013,"Western Australia - Outback",1355065.1,"508",68449.2
205911.9,668,298878.2,11431.2,67,167031.2,736,"Western Australia - Wheat Belt",92966.3,"509",27449.5
214823.8,527,409362.2,32013.9,185,123091.3,721,"Hobart",194538.4,"601",59718.6
127805.9,369,243319.6,15562.0,94,84051.0,469,"Launceston and North East",115513.7,"602",28193.0
59988.8,215,80643.0,918.0,6,47175.1,222,"South East",20654.2,"603",11895.7
107766.3,307,226078.0,11990.9,71,76093.2,383,"West and North West",118311.7,"604",19682.2
804811.1,695,null,512989.0,1250,237999.7,1967,"Darwin",null,"701",53822.4
77097.1,99,null,36451.5,106,28893.7,215,"Northern Territory - Outback",null,"702",11751.9
1198063.1,1712,1880930.5,497540.3,2086,584656.5,3802,"Australian Capital Territory",682867.4,"801",115866.3
