grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, estimates_personal_income_year_ended_30_june_median_investment, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estimates_personal_income_year_ended_30_june_median_employee, sa4_code_2016, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estimates_personal_income_year_ended_30_june_mean_investment, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, sa4_name_2016, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn
116582,null,null,null,"206",null,null,null,2018,null,null,null,"Melbourne - Inner",null,3790
65730,null,null,null,"207",null,null,null,2018,null,null,null,"Melbourne - Inner East",null,4314
79544,null,null,null,"208",null,null,null,2018,null,null,null,"Melbourne - Inner South",null,4171
45700,null,null,null,"209",null,null,null,2018,null,null,null,"Melbourne - North East",null,3574
47046,null,null,null,"210",null,null,null,2018,null,null,null,"Melbourne - North West",null,4197
43078,null,null,null,"211",null,null,null,2018,null,null,null,"Melbourne - Outer East",null,3298
52935,null,null,null,"212",null,null,null,2018,null,null,null,"Melbourne - South East",null,4277
46605,null,null,null,"213",null,null,null,2018,null,null,null,"Melbourne - West",null,4440
96279,null,null,null,"214",null,null,null,2018,null,null,null,"Mornington Peninsula",null,5048
36865,null,null,null,"215",null,null,null,2018,null,null,null,"North West",null,2824
30908,null,null,null,"216",null,null,null,2018,null,null,null,"Shepparton",null,3439
33159,null,null,null,"217",null,null,null,2018,null,null,null,"Warrnambool and South West",null,3088
35510,null,null,null,"301",null,null,null,2018,null,null,null,"Brisbane - East",null,3466
25916,null,null,null,"302",null,null,null,2018,null,null,null,"Brisbane - North",null,2775
29112,null,null,null,"303",null,null,null,2018,null,null,null,"Brisbane - South",null,2902
47303,null,null,null,"304",null,null,null,2018,null,null,null,"Brisbane - West",null,3585
69032,null,null,null,"305",null,null,null,2018,null,null,null,"Brisbane Inner City",null,4026
37229,null,null,null,"306",null,null,null,2018,null,null,null,"Cairns",null,3144
46675,null,null,null,"307",null,null,null,2018,null,null,null,"Darling Downs - Maranoa",null,2998
25743,null,null,null,"308",null,null,null,2018,null,null,null,"Central Queensland",null,2752
57828,null,null,null,"309",null,null,null,2018,null,null,null,"Gold Coast",null,4802
21114,null,null,null,"310",null,null,null,2018,null,null,null,"Ipswich",null,2840
29309,null,null,null,"311",null,null,null,2018,null,null,null,"Logan - Beaudesert",null,3233
29333,null,null,null,"312",null,null,null,2018,null,null,null,"Mackay - Isaac - Whitsunday",null,3190
31571,null,null,null,"313",null,null,null,2018,null,null,null,"Moreton Bay - North",null,3996
21680,null,null,null,"314",null,null,null,2018,null,null,null,"Moreton Bay - South",null,2680
31742,null,null,null,"315",null,null,null,2018,null,null,null,"Queensland - Outback",null,2804
44851,null,null,null,"316",null,null,null,2018,null,null,null,"Sunshine Coast",null,4278
48537,null,null,null,"317",null,null,null,2018,null,null,null,"Toowoomba",null,2830
26375,null,null,null,"318",null,null,null,2018,null,null,null,"Townsville",null,2645
25075,null,null,null,"319",null,null,null,2018,null,null,null,"Wide Bay",null,3198
40947,null,null,null,"401",null,null,null,2018,null,null,null,"Adelaide - Central and Hills",null,3967
19924,null,null,null,"402",null,null,null,2018,null,null,null,"Adelaide - North",null,2895
27821,null,null,null,"403",null,null,null,2018,null,null,null,"Adelaide - South",null,3067
30923,null,null,null,"404",null,null,null,2018,null,null,null,"Adelaide - West",null,3004
26652,null,null,null,"405",null,null,null,2018,null,null,null,"Barossa - Yorke - Mid North",null,2875
22510,null,null,null,"406",null,null,null,2018,null,null,null,"South Australia - Outback",null,2597
41248,null,null,null,"407",null,null,null,2018,null,null,null,"South Australia - South East",null,3318
36912,null,null,null,"501",null,null,null,2018,null,null,null,"Bunbury",null,3128
27680,null,null,null,"502",null,null,null,2018,null,null,null,"Mandurah",null,3245
68483,null,null,null,"503",null,null,null,2018,null,null,null,"Perth - Inner",null,5389
27217,null,null,null,"504",null,null,null,2018,null,null,null,"Perth - North East",null,3037
29486,null,null,null,"505",null,null,null,2018,null,null,null,"Perth - North West",null,3086
32416,null,null,null,"506",null,null,null,2018,null,null,null,"Perth - South East",null,2760
40047,null,null,null,"507",null,null,null,2018,null,null,null,"Perth - South West",null,3227
34324,null,null,null,"509",null,null,null,2018,null,null,null,"Western Australia - Wheat Belt",null,2725
20197,null,null,null,"510",null,null,null,2018,null,null,null,"Western Australia - Outback (North)",null,3089
29878,null,null,null,"511",null,null,null,2018,null,null,null,"Western Australia - Outback (South)",null,2296
47147,null,null,null,"601",null,null,null,2018,null,null,null,"Hobart",null,3978
39553,null,null,null,"602",null,null,null,2018,null,null,null,"Launceston and North East",null,4564
37152,null,null,null,"603",null,null,null,2018,null,null,null,"South East",null,7588
39294,null,null,null,"604",null,null,null,2018,null,null,null,"West and North West",null,3316
31282,null,null,null,"701",null,null,null,2018,null,null,null,"Darwin",null,2983
34622,null,null,null,"702",null,null,null,2018,null,null,null,"Northern Territory - Outback",null,3283
32826,null,null,null,"801",null,null,null,2018,null,null,null,"Australian Capital Territory",null,3114
12740,null,null,null,"901",null,null,null,2018,null,null,null,"Other Territories",null,2621
