value_tot_resial_building_aud000, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, tot_dwl_num, sa4_name, value_non_resial_building_aud000, sa4_code, value_alterations_additions_conversions_resial_building_aud000
468465.3,377,652234.0,222632.2,662,153870.9,1053,"Sydney - Sutherland",183768.8,"128",91962.2
374824.2,1145,543503.3,19232.3,103,299532.7,1250,"Ballarat",168679.1,"201",56059.2
349696.2,1078,518646.3,11234.2,41,290064.2,1144,"Bendigo",168950.0,"202",48397.8
1071242.5,2946,1626879.2,68733.0,278,870342.9,3236,"Geelong",555636.6,"203",132166.6
381004.9,1201,538425.1,4939.4,27,329042.0,1237,"Hume",157420.2,"204",47023.5
653595.3,1983,890717.1,21264.8,137,538298.5,2155,"Latrobe - Gippsland",237121.8,"205",94031.9
5050764.0,538,7480457.5,4023326.5,12330,291270.5,13464,"Melbourne - Inner",2429693.5,"206",736167.0
2078321.8,1245,2500361.2,970205.9,3283,797481.9,4542,"Melbourne - Inner East",422039.5,"207",310634.0
1938677.6,1176,2367001.8,1028907.4,3403,606559.5,4599,"Melbourne - Inner South",428324.2,"208",303210.7
1629474.5,3262,2163905.5,640414.6,2931,874010.0,6204,"Melbourne - North East",534430.9,"209",115049.8
1241475.1,3231,1823645.6,330646.7,1655,849101.5,4917,"Melbourne - North West",582170.5,"210",61726.9
966993.5,1819,1306829.4,246344.5,1105,575374.0,2935,"Melbourne - Outer East",339835.9,"211",145274.9
2367152.0,6641,3727795.0,390738.4,1799,1876497.8,8480,"Melbourne - South East",1360642.9,"212",99915.8
2672908.2,6706,3702187.0,799156.8,3281,1753299.2,10005,"Melbourne - West",1029278.6,"213",120452.2
850673.9,1290,1259041.1,183356.1,794,514947.8,2099,"Mornington Peninsula",408367.2,"214",152370.0
211195.7,615,300207.2,2363.5,13,171240.6,695,"North West",89011.6,"215",37591.6
218914.6,612,409147.3,3255.3,16,169616.2,630,"Shepparton",190232.6,"216",46043.1
192740.6,470,285607.3,6518.0,33,141854.5,507,"Warrnambool and South West",92866.8,"217",44368.1
614088.9,1390,769917.7,184472.1,798,373228.1,2195,"Brisbane - East",155828.8,"301",56388.7
720529.6,753,1250345.6,420152.4,1881,228092.7,2637,"Brisbane - North",529816.0,"302",72284.5
1464891.8,1172,1947055.1,877960.5,3375,445642.4,4558,"Brisbane - South",482163.4,"303",141288.8
475134.1,491,681372.1,192633.4,868,206711.3,1362,"Brisbane - West",206238.0,"304",75789.4
3071778.0,380,4502561.0,2584458.0,8813,227957.9,9200,"Brisbane Inner City",1430783.1,"305",259362.0
408767.3,1118,613402.2,25854.1,117,325061.0,1256,"Cairns",204634.9,"306",57852.2
104905.5,289,268708.9,6013.5,40,78907.8,335,"Darling Downs - Maranoa",163803.4,"307",19984.1
258868.5,680,449194.1,13156.4,76,194633.1,764,"Central Queensland",190325.6,"308",51079.0
2738188.5,3795,4039037.5,1480988.1,4598,1114370.6,8419,"Gold Coast",1300849.0,"309",142829.8
929399.5,2653,1723486.6,273330.4,1434,607801.1,4096,"Ipswich",794087.1,"310",48268.0
627140.2,2193,806611.3,98714.7,555,493074.9,2757,"Logan - Beaudesert",179471.1,"311",35350.7
159241.9,350,231370.5,12215.9,52,119263.7,404,"Mackay - Isaac - Whitsunday",72128.7,"312",27762.3
447945.1,1402,609407.7,69775.8,458,338763.5,1867,"Moreton Bay - North",161462.6,"313",39405.7
547078.6,1397,886827.1,163728.0,954,351495.4,2353,"Moreton Bay - South",339748.5,"314",31855.2
69738.9,124,142864.9,7797.1,36,49132.0,163,"Queensland - Outback",73126.0,"315",12809.7
1292719.8,3280,1569359.5,233097.4,1115,926080.7,4434,"Sunshine Coast",276639.8,"316",133541.7
362072.8,828,512388.4,99307.6,544,224437.2,1382,"Toowoomba",150315.6,"317",38328.0
303198.4,797,641362.8,35386.9,155,218002.6,959,"Townsville",338164.4,"318",49808.8
431182.8,1454,715849.5,22065.1,133,354900.0,1593,"Wide Bay",284666.7,"319",54217.7
1013666.5,1235,1711373.1,503459.6,1895,364987.4,3151,"Adelaide - Central and Hills",697706.6,"401",145219.5
630675.7,2625,1160067.8,77309.2,418,520852.7,3066,"Adelaide - North",529392.1,"402",32513.7
584822.5,1552,947641.6,137975.8,781,364522.0,2355,"Adelaide - South",362819.0,"403",82324.7
476476.6,1051,649850.4,174475.5,890,249050.7,1962,"Adelaide - West",173373.7,"404",52950.4
156135.4,575,274396.8,200.0,2,131017.4,581,"Barossa - Yorke - Mid North",118261.4,"405",24918.0
78269.1,241,219405.4,2139.8,11,61515.9,258,"South Australia - Outback",141136.3,"406",14613.4
307710.3,1139,479203.6,10824.9,48,261580.9,1194,"South Australia - South East",171493.4,"407",35304.5
537387.7,1597,731054.5,19228.5,92,462922.0,1701,"Bunbury",193666.8,"501",55237.2
361248.6,1260,868397.4,15015.7,78,336520.3,1342,"Mandurah",507148.8,"502",9712.6
788083.7,441,2038575.5,324816.5,1109,345438.3,1557,"Perth - Inner",1250491.8,"503",117828.9
756213.7,2417,1008165.9,100953.0,475,595477.4,2902,"Perth - North East",251952.1,"504",59783.3
1492726.0,3496,1956468.4,413880.7,1935,979015.8,5448,"Perth - North West",463742.5,"505",99829.5
1322312.6,3660,2081593.2,316637.6,1463,916071.1,5147,"Perth - South East",759280.7,"506",89603.9
1427810.6,3435,2125035.8,391148.4,1473,946811.7,4930,"Perth - South West",697225.1,"507",89850.5
253883.7,748,353440.3,4775.2,19,210675.0,775,"Western Australia - Wheat Belt",99556.6,"509",38433.5
132449.4,227,292011.7,9523.9,39,99773.1,269,"Western Australia - Outback (North)",159562.3,"510",23152.4
196760.7,447,375210.1,19272.8,107,143880.0,557,"Western Australia - Outback (South)",178449.4,"511",33607.9
308149.9,797,647837.2,34722.4,193,211805.7,1002,"Hobart",339687.3,"601",61621.9
200804.7,536,321650.5,26284.4,163,142532.7,711,"Launceston and North East",120845.8,"602",31987.6
75657.1,258,95061.6,1212.0,9,60677.6,275,"South East",19404.5,"603",13767.4
136770.5,379,217206.2,9226.0,52,102366.7,437,"West and North West",80435.7,"604",25177.7
492754.0,700,1012325.7,177623.6,710,263082.3,1426,"Darwin",519571.7,"701",52048.1
139855.5,185,292428.7,22056.4,84,76499.6,277,"Northern Territory - Outback",152573.2,"702",41299.5
1372335.9,1096,2512434.2,878900.4,3635,393700.5,4739,"Australian Capital Territory",1140098.2,"801",99735.1
