sa4_code,sa4_name,latitude,longitude
313,Hunter Valley exc Newcastle,-26.87021017113172,152.58148154459883
314,Hunter Valley exc Newcastle,-27.269272631407812,152.85974377066267
315,Hunter Valley exc Newcastle,-21.807402416469134,142.52373719664644
316,Hunter Valley exc Newcastle,-26.589057554710266,152.90900547450343
317,Hunter Valley exc Newcastle,-27.61659643166337,152.08412375822635
318,Hunter Valley exc Newcastle,-20.04020359404755,145.9323859536981
319,Hunter Valley exc Newcastle,-25.62551164413849,151.78637676339287
401,Hunter Valley exc Newcastle,-34.97127466188179,138.83746731172184
402,Southern Highlands and Shoalhaven,-34.68721437702282,138.66490754451226
403,Illawarra,-35.142837676937745,138.5714503148114
404,Illawarra,-34.87483112963411,138.53018322068735
405,Illawarra,-33.657543342359276,138.44616638028592
406,Illawarra,-29.483641869967457,135.37744546322793
407,Illawarra,-35.69868255176795,139.91239976778587
501,Illawarra,-33.95484970365329,116.0092479906172
502,Illawarra,-32.632337909348514,115.83057991586666
503,Illawarra,-31.95618017511115,115.80989357008112
504,Illawarra,-31.808420709664667,116.13402529949296
505,Illawarra,-31.662169246766904,115.76966145887673
506,Sydney - Baulkham Hills and Hawkesbury,-32.20670456937523,116.06289454702384
507,Mid North Coast,-32.22379044223357,115.80038683744888
508,Mid North Coast,,
509,Mid North Coast,-32.06717456268473,117.91849877782236
601,Mid North Coast,-42.83107346027287,147.43760168403878
602,Mid North Coast,-41.36134625966623,147.4579210832107
603,Mid North Coast,-42.631369600435754,146.86432251570625
604,Mid North Coast,-41.62929221567408,145.4794649557555
701,Mid North Coast,-12.523038308992165,131.10710615500955
702,Mid North Coast,-19.43044960098959,133.3699683953752
801,Mid North Coast,-35.488696807907026,149.00250087629564
101,Capital Region,-35.56480661904707,149.24496858054158
102,Murray,-33.307973616228665,151.28548871775425
103,Murray,-33.21695267227074,148.35583329698483
104,Murray,-29.81602459218733,152.77389091419155
105,Murray,-30.98607110510004,145.02700095626977
106,Murray,-32.354809754967796,150.98493896132547
107,Murray,-34.43464746920167,150.77112148604593
108,Murray,-31.56475375295849,152.3410754731416
109,Murray,-34.42273850528109,144.04336870909952
110,Murray,-30.06343259481106,150.70196291955014
111,Murray,-32.996589657922144,151.57628227099417
112,Central Coast,-28.74360701852521,153.06375654487928
113,New England and North West,-34.62323212023278,146.7717570953971
114,New England and North West,-34.87399696990989,150.36580572070247
115,New England and North West,-33.36854408296387,150.82884225377467
116,New England and North West,-33.740696447975246,150.8642863405174
117,New England and North West,-33.91745736779888,151.19257052341402
118,New England and North West,-33.915782702854976,151.2482630823201
119,New England and North West,-33.94171682119025,151.064097532067
120,New England and North West,-33.8733267017301,151.1188315703099
121,New England and North West,-33.69384898353092,151.15991905245693
122,New England and North West,-33.690224039668124,151.24967578352107
123,Central West,-34.122758891832056,150.68155538421593
124,Newcastle and Lake Macquarie,-33.87415044055477,150.3804464824165
125,Newcastle and Lake Macquarie,-33.82602282541946,151.00466633793403
126,Newcastle and Lake Macquarie,-33.78735549554608,151.10081960176802
127,Newcastle and Lake Macquarie,-33.931965181895556,150.81697007758063
128,Newcastle and Lake Macquarie,-34.07535950199354,151.0631077194213
201,Newcastle and Lake Macquarie,-37.3755507918783,143.73463527302883
202,Newcastle and Lake Macquarie,-36.600666031621074,144.09445935984334
203,Newcastle and Lake Macquarie,-38.11096133483488,144.12656758112462
204,Newcastle and Lake Macquarie,-36.77614687173805,146.4136936106068
205,Newcastle and Lake Macquarie,-37.73050117461709,147.4116162357244
206,Coffs Harbour - Grafton,-37.80018958422797,144.96449061860866
207,Richmond - Tweed,-37.804765598261795,145.10486620468455
208,Richmond - Tweed,-37.95031984122697,145.0638284814182
209,Richmond - Tweed,-37.52068178668238,145.16921409584813
210,Richmond - Tweed,-37.47595839927483,144.7458238594574
211,Richmond - Tweed,-37.759611736524384,145.50589806339792
212,Richmond - Tweed,-38.07317397835027,145.4681553920473
213,Richmond - Tweed,-37.77645109418832,144.6249566738668
214,Richmond - Tweed,-38.31031503071734,145.0563064284544
215,Richmond - Tweed,-35.86805797802842,142.23778318927538
216,Richmond - Tweed,-36.25195753896773,145.16780430677113
217,Far West and Orana,-37.9744299727704,142.3822831055524
301,Riverina,-27.54773758251544,153.32582053073045
302,Riverina,-27.368020226044155,153.0599573595914
303,Riverina,-27.56695647511733,153.0694935140182
304,Riverina,-27.48579045328956,152.90748157358706
305,Riverina,-27.452441631268808,153.02749463367212
306,Riverina,-17.62674619185925,145.50922659235718
307,Riverina,-27.316730658585165,149.35568622250327
308,Riverina,-24.10975238161875,149.3257399107628
309,Riverina,-28.01307188964654,153.27068361486857
310,Riverina,-27.61020501616982,152.55066369439842
311,Hunter Valley exc Newcastle,-27.998926648341797,152.96396992318154
312,Southern Highlands and Shoalhaven,-21.74228346823624,147.92474026958416
313,Southern Highlands and Shoalhaven,-26.87021017113172,152.58148154459883
314,Southern Highlands and Shoalhaven,-27.269272631407812,152.85974377066267
315,Southern Highlands and Shoalhaven,-21.807402416469134,142.52373719664644
316,Southern Highlands and Shoalhaven,-26.589057554710266,152.90900547450343
317,Southern Highlands and Shoalhaven,-27.61659643166337,152.08412375822635
318,Southern Highlands and Shoalhaven,-20.04020359404755,145.9323859536981
319,Southern Highlands and Shoalhaven,-25.62551164413849,151.78637676339287
401,Southern Highlands and Shoalhaven,-34.97127466188179,138.83746731172184
402,Southern Highlands and Shoalhaven,-34.68721437702282,138.66490754451226
403,Illawarra,-35.142837676937745,138.5714503148114
404,Sydney - Baulkham Hills and Hawkesbury,-34.87483112963411,138.53018322068735
405,Sydney - Baulkham Hills and Hawkesbury,-33.657543342359276,138.44616638028592
406,Sydney - Baulkham Hills and Hawkesbury,-29.483641869967457,135.37744546322793
407,Sydney - Baulkham Hills and Hawkesbury,-35.69868255176795,139.91239976778587
501,Sydney - Baulkham Hills and Hawkesbury,-33.95484970365329,116.0092479906172
502,Sydney - Baulkham Hills and Hawkesbury,-32.632337909348514,115.83057991586666
503,Sydney - Baulkham Hills and Hawkesbury,-31.95618017511115,115.80989357008112
504,Sydney - Baulkham Hills and Hawkesbury,-31.808420709664667,116.13402529949296
505,Sydney - Baulkham Hills and Hawkesbury,-31.662169246766904,115.76966145887673
506,Sydney - Baulkham Hills and Hawkesbury,-32.20670456937523,116.06289454702384
507,Mid North Coast,-32.22379044223357,115.80038683744888
508,Sydney - Blacktown,,
509,Sydney - Blacktown,-32.06717456268473,117.91849877782236
601,Sydney - Blacktown,-42.83107346027287,147.43760168403878
602,Sydney - Blacktown,-41.36134625966623,147.4579210832107
603,Sydney - Blacktown,-42.631369600435754,146.86432251570625
604,Sydney - Blacktown,-41.62929221567408,145.4794649557555
701,Sydney - Blacktown,-12.523038308992165,131.10710615500955
702,Sydney - Blacktown,-19.43044960098959,133.3699683953752
801,Sydney - Blacktown,-35.488696807907026,149.00250087629564
101,Sydney - Blacktown,-35.56480661904707,149.24496858054158
102,Murray,-33.307973616228665,151.28548871775425
103,Sydney - City and Inner South,-33.21695267227074,148.35583329698483
104,Sydney - City and Inner South,-29.81602459218733,152.77389091419155
105,Sydney - City and Inner South,-30.98607110510004,145.02700095626977
106,Sydney - City and Inner South,-32.354809754967796,150.98493896132547
107,Sydney - City and Inner South,-34.43464746920167,150.77112148604593
108,Sydney - City and Inner South,-31.56475375295849,152.3410754731416
109,Sydney - City and Inner South,-34.42273850528109,144.04336870909952
110,Sydney - City and Inner South,-30.06343259481106,150.70196291955014
111,Sydney - City and Inner South,-32.996589657922144,151.57628227099417
112,Sydney - City and Inner South,-28.74360701852521,153.06375654487928
113,New England and North West,-34.62323212023278,146.7717570953971
114,Sydney - Eastern Suburbs,-34.87399696990989,150.36580572070247
115,Sydney - Eastern Suburbs,-33.36854408296387,150.82884225377467
116,Sydney - Eastern Suburbs,-33.740696447975246,150.8642863405174
117,Sydney - Eastern Suburbs,-33.91745736779888,151.19257052341402
118,Sydney - Eastern Suburbs,-33.915782702854976,151.2482630823201
119,Sydney - Eastern Suburbs,-33.94171682119025,151.064097532067
120,Sydney - Eastern Suburbs,-33.8733267017301,151.1188315703099
121,Sydney - Eastern Suburbs,-33.69384898353092,151.15991905245693
122,Sydney - Eastern Suburbs,-33.690224039668124,151.24967578352107
123,Sydney - Eastern Suburbs,-34.122758891832056,150.68155538421593
124,Newcastle and Lake Macquarie,-33.87415044055477,150.3804464824165
125,Sydney - Inner South West,-33.82602282541946,151.00466633793403
126,Sydney - Inner South West,-33.78735549554608,151.10081960176802
127,Sydney - Inner South West,-33.931965181895556,150.81697007758063
128,Sydney - Inner South West,-34.07535950199354,151.0631077194213
201,Sydney - Inner South West,-37.3755507918783,143.73463527302883
202,Sydney - Inner South West,-36.600666031621074,144.09445935984334
203,Sydney - Inner South West,-38.11096133483488,144.12656758112462
204,Sydney - Inner South West,-36.77614687173805,146.4136936106068
205,Sydney - Inner South West,-37.73050117461709,147.4116162357244
206,Sydney - Inner South West,-37.80018958422797,144.96449061860866
207,Richmond - Tweed,-37.804765598261795,145.10486620468455
208,Sydney - Inner West,-37.95031984122697,145.0638284814182
209,Sydney - Inner West,-37.52068178668238,145.16921409584813
210,Sydney - Inner West,-37.47595839927483,144.7458238594574
211,Sydney - Inner West,-37.759611736524384,145.50589806339792
212,Sydney - Inner West,-38.07317397835027,145.4681553920473
213,Sydney - Inner West,-37.77645109418832,144.6249566738668
214,Sydney - Inner West,-38.31031503071734,145.0563064284544
215,Sydney - Inner West,-35.86805797802842,142.23778318927538
216,Sydney - Inner West,-36.25195753896773,145.16780430677113
217,Sydney - Inner West,-37.9744299727704,142.3822831055524
301,Riverina,-27.54773758251544,153.32582053073045
302,Sydney - North Sydney and Hornsby,-27.368020226044155,153.0599573595914
303,Sydney - North Sydney and Hornsby,-27.56695647511733,153.0694935140182
304,Sydney - North Sydney and Hornsby,-27.48579045328956,152.90748157358706
305,Sydney - North Sydney and Hornsby,-27.452441631268808,153.02749463367212
306,Sydney - North Sydney and Hornsby,-17.62674619185925,145.50922659235718
307,Sydney - North Sydney and Hornsby,-27.316730658585165,149.35568622250327
308,Sydney - North Sydney and Hornsby,-24.10975238161875,149.3257399107628
309,Sydney - North Sydney and Hornsby,-28.01307188964654,153.27068361486857
310,Sydney - North Sydney and Hornsby,-27.61020501616982,152.55066369439842
311,Sydney - North Sydney and Hornsby,-27.998926648341797,152.96396992318154
312,Southern Highlands and Shoalhaven,-21.74228346823624,147.92474026958416
313,Sydney - Northern Beaches,-26.87021017113172,152.58148154459883
314,Sydney - Northern Beaches,-27.269272631407812,152.85974377066267
315,Sydney - Northern Beaches,-21.807402416469134,142.52373719664644
316,Sydney - Northern Beaches,-26.589057554710266,152.90900547450343
317,Sydney - Northern Beaches,-27.61659643166337,152.08412375822635
318,Sydney - Northern Beaches,-20.04020359404755,145.9323859536981
319,Sydney - Northern Beaches,-25.62551164413849,151.78637676339287
401,Sydney - Northern Beaches,-34.97127466188179,138.83746731172184
402,Sydney - Northern Beaches,-34.68721437702282,138.66490754451226
403,Sydney - Northern Beaches,-35.142837676937745,138.5714503148114
404,Sydney - Baulkham Hills and Hawkesbury,-34.87483112963411,138.53018322068735
405,Sydney - Outer South West,-33.657543342359276,138.44616638028592
406,Sydney - Outer South West,-29.483641869967457,135.37744546322793
407,Sydney - Outer South West,-35.69868255176795,139.91239976778587
501,Sydney - Outer South West,-33.95484970365329,116.0092479906172
502,Sydney - Outer South West,-32.632337909348514,115.83057991586666
503,Sydney - Outer South West,-31.95618017511115,115.80989357008112
504,Sydney - Outer South West,-31.808420709664667,116.13402529949296
505,Sydney - Outer South West,-31.662169246766904,115.76966145887673
506,Sydney - Outer South West,-32.20670456937523,116.06289454702384
507,Sydney - Outer South West,-32.22379044223357,115.80038683744888
508,Sydney - Blacktown,,
509,Sydney - Outer West and Blue Mountains,-32.06717456268473,117.91849877782236
601,Sydney - Outer West and Blue Mountains,-42.83107346027287,147.43760168403878
602,Sydney - Outer West and Blue Mountains,-41.36134625966623,147.4579210832107
603,Sydney - Outer West and Blue Mountains,-42.631369600435754,146.86432251570625
604,Sydney - Outer West and Blue Mountains,-41.62929221567408,145.4794649557555
701,Sydney - Outer West and Blue Mountains,-12.523038308992165,131.10710615500955
702,Sydney - Outer West and Blue Mountains,-19.43044960098959,133.3699683953752
801,Sydney - Outer West and Blue Mountains,-35.488696807907026,149.00250087629564
101,Sydney - Outer West and Blue Mountains,-35.56480661904707,149.24496858054158
102,Sydney - Outer West and Blue Mountains,-33.307973616228665,151.28548871775425
103,Sydney - City and Inner South,-33.21695267227074,148.35583329698483
104,Sydney - Parramatta,-29.81602459218733,152.77389091419155
105,Sydney - Parramatta,-30.98607110510004,145.02700095626977
106,Sydney - Parramatta,-32.354809754967796,150.98493896132547
107,Sydney - Parramatta,-34.43464746920167,150.77112148604593
108,Sydney - Parramatta,-31.56475375295849,152.3410754731416
109,Sydney - Parramatta,-34.42273850528109,144.04336870909952
110,Sydney - Parramatta,-30.06343259481106,150.70196291955014
111,Sydney - Parramatta,-32.996589657922144,151.57628227099417
112,Sydney - Parramatta,-28.74360701852521,153.06375654487928
113,Sydney - Parramatta,-34.62323212023278,146.7717570953971
114,Sydney - Eastern Suburbs,-34.87399696990989,150.36580572070247
115,Sydney - Ryde,-33.36854408296387,150.82884225377467
116,Sydney - Ryde,-33.740696447975246,150.8642863405174
117,Sydney - Ryde,-33.91745736779888,151.19257052341402
118,Sydney - Ryde,-33.915782702854976,151.2482630823201
119,Sydney - Ryde,-33.94171682119025,151.064097532067
120,Sydney - Ryde,-33.8733267017301,151.1188315703099
121,Sydney - Ryde,-33.69384898353092,151.15991905245693
122,Sydney - Ryde,-33.690224039668124,151.24967578352107
123,Sydney - Ryde,-34.122758891832056,150.68155538421593
124,Sydney - Ryde,-33.87415044055477,150.3804464824165
125,Sydney - Inner South West,-33.82602282541946,151.00466633793403
126,Sydney - South West,-33.78735549554608,151.10081960176802
127,Sydney - South West,-33.931965181895556,150.81697007758063
128,Sydney - South West,-34.07535950199354,151.0631077194213
201,Sydney - South West,-37.3755507918783,143.73463527302883
202,Sydney - South West,-36.600666031621074,144.09445935984334
203,Sydney - South West,-38.11096133483488,144.12656758112462
204,Sydney - South West,-36.77614687173805,146.4136936106068
205,Sydney - South West,-37.73050117461709,147.4116162357244
206,Sydney - South West,-37.80018958422797,144.96449061860866
207,Sydney - South West,-37.804765598261795,145.10486620468455
208,Sydney - Inner West,-37.95031984122697,145.0638284814182
209,Sydney - Sutherland,-37.52068178668238,145.16921409584813
210,Sydney - Sutherland,-37.47595839927483,144.7458238594574
211,Sydney - Sutherland,-37.759611736524384,145.50589806339792
212,Sydney - Sutherland,-38.07317397835027,145.4681553920473
213,Sydney - Sutherland,-37.77645109418832,144.6249566738668
214,Sydney - Sutherland,-38.31031503071734,145.0563064284544
215,Sydney - Sutherland,-35.86805797802842,142.23778318927538
216,Sydney - Sutherland,-36.25195753896773,145.16780430677113
217,Sydney - Sutherland,-37.9744299727704,142.3822831055524
301,Sydney - Sutherland,-27.54773758251544,153.32582053073045
302,Sydney - North Sydney and Hornsby,-27.368020226044155,153.0599573595914
303,Ballarat,-27.56695647511733,153.0694935140182
304,Ballarat,-27.48579045328956,152.90748157358706
305,Ballarat,-27.452441631268808,153.02749463367212
306,Ballarat,-17.62674619185925,145.50922659235718
307,Ballarat,-27.316730658585165,149.35568622250327
308,Ballarat,-24.10975238161875,149.3257399107628
309,Ballarat,-28.01307188964654,153.27068361486857
310,Ballarat,-27.61020501616982,152.55066369439842
311,Ballarat,-27.998926648341797,152.96396992318154
312,Ballarat,-21.74228346823624,147.92474026958416
313,Sydney - Northern Beaches,-26.87021017113172,152.58148154459883
314,Bendigo,-27.269272631407812,152.85974377066267
315,Bendigo,-21.807402416469134,142.52373719664644
316,Bendigo,-26.589057554710266,152.90900547450343
317,Bendigo,-27.61659643166337,152.08412375822635
318,Bendigo,-20.04020359404755,145.9323859536981
319,Bendigo,-25.62551164413849,151.78637676339287
401,Bendigo,-34.97127466188179,138.83746731172184
402,Bendigo,-34.68721437702282,138.66490754451226
403,Bendigo,-35.142837676937745,138.5714503148114
404,Bendigo,-34.87483112963411,138.53018322068735
405,Sydney - Outer South West,-33.657543342359276,138.44616638028592
406,Geelong,-29.483641869967457,135.37744546322793
407,Geelong,-35.69868255176795,139.91239976778587
501,Geelong,-33.95484970365329,116.0092479906172
502,Geelong,-32.632337909348514,115.83057991586666
503,Geelong,-31.95618017511115,115.80989357008112
504,Geelong,-31.808420709664667,116.13402529949296
505,Geelong,-31.662169246766904,115.76966145887673
506,Geelong,-32.20670456937523,116.06289454702384
507,Geelong,-32.22379044223357,115.80038683744888
508,Geelong,,
509,Sydney - Outer West and Blue Mountains,-32.06717456268473,117.91849877782236
601,Hume,-42.83107346027287,147.43760168403878
602,Hume,-41.36134625966623,147.4579210832107
603,Hume,-42.631369600435754,146.86432251570625
604,Hume,-41.62929221567408,145.4794649557555
701,Hume,-12.523038308992165,131.10710615500955
702,Hume,-19.43044960098959,133.3699683953752
801,Hume,-35.488696807907026,149.00250087629564
101,Hume,-35.56480661904707,149.24496858054158
102,Hume,-33.307973616228665,151.28548871775425
103,Hume,-33.21695267227074,148.35583329698483
104,Sydney - Parramatta,-29.81602459218733,152.77389091419155
105,Latrobe - Gippsland,-30.98607110510004,145.02700095626977
106,Latrobe - Gippsland,-32.354809754967796,150.98493896132547
107,Latrobe - Gippsland,-34.43464746920167,150.77112148604593
108,Latrobe - Gippsland,-31.56475375295849,152.3410754731416
109,Latrobe - Gippsland,-34.42273850528109,144.04336870909952
110,Latrobe - Gippsland,-30.06343259481106,150.70196291955014
111,Latrobe - Gippsland,-32.996589657922144,151.57628227099417
112,Latrobe - Gippsland,-28.74360701852521,153.06375654487928
113,Latrobe - Gippsland,-34.62323212023278,146.7717570953971
114,Latrobe - Gippsland,-34.87399696990989,150.36580572070247
115,Sydney - Ryde,-33.36854408296387,150.82884225377467
116,Melbourne - Inner,-33.740696447975246,150.8642863405174
117,Melbourne - Inner,-33.91745736779888,151.19257052341402
118,Melbourne - Inner,-33.915782702854976,151.2482630823201
119,Melbourne - Inner,-33.94171682119025,151.064097532067
120,Melbourne - Inner,-33.8733267017301,151.1188315703099
121,Melbourne - Inner,-33.69384898353092,151.15991905245693
122,Melbourne - Inner,-33.690224039668124,151.24967578352107
123,Melbourne - Inner,-34.122758891832056,150.68155538421593
124,Melbourne - Inner,-33.87415044055477,150.3804464824165
125,Melbourne - Inner,-33.82602282541946,151.00466633793403
126,Sydney - South West,-33.78735549554608,151.10081960176802
127,Melbourne - Inner East,-33.931965181895556,150.81697007758063
128,Melbourne - Inner East,-34.07535950199354,151.0631077194213
201,Melbourne - Inner East,-37.3755507918783,143.73463527302883
202,Melbourne - Inner East,-36.600666031621074,144.09445935984334
203,Melbourne - Inner East,-38.11096133483488,144.12656758112462
204,Melbourne - Inner East,-36.77614687173805,146.4136936106068
205,Melbourne - Inner East,-37.73050117461709,147.4116162357244
206,Melbourne - Inner East,-37.80018958422797,144.96449061860866
207,Melbourne - Inner East,-37.804765598261795,145.10486620468455
208,Melbourne - Inner East,-37.95031984122697,145.0638284814182
209,Sydney - Sutherland,-37.52068178668238,145.16921409584813
210,Melbourne - Inner South,-37.47595839927483,144.7458238594574
211,Melbourne - Inner South,-37.759611736524384,145.50589806339792
212,Melbourne - Inner South,-38.07317397835027,145.4681553920473
213,Melbourne - Inner South,-37.77645109418832,144.6249566738668
214,Melbourne - Inner South,-38.31031503071734,145.0563064284544
215,Melbourne - Inner South,-35.86805797802842,142.23778318927538
216,Melbourne - Inner South,-36.25195753896773,145.16780430677113
217,Melbourne - Inner South,-37.9744299727704,142.3822831055524
301,Melbourne - Inner South,-27.54773758251544,153.32582053073045
302,Melbourne - Inner South,-27.368020226044155,153.0599573595914
303,Ballarat,-27.56695647511733,153.0694935140182
304,Melbourne - North East,-27.48579045328956,152.90748157358706
305,Melbourne - North East,-27.452441631268808,153.02749463367212
306,Melbourne - North East,-17.62674619185925,145.50922659235718
307,Melbourne - North East,-27.316730658585165,149.35568622250327
308,Melbourne - North East,-24.10975238161875,149.3257399107628
309,Melbourne - North East,-28.01307188964654,153.27068361486857
310,Melbourne - North East,-27.61020501616982,152.55066369439842
311,Melbourne - North East,-27.998926648341797,152.96396992318154
312,Melbourne - North East,-21.74228346823624,147.92474026958416
313,Melbourne - North East,-26.87021017113172,152.58148154459883
314,Bendigo,-27.269272631407812,152.85974377066267
315,Melbourne - North West,-21.807402416469134,142.52373719664644
316,Melbourne - North West,-26.589057554710266,152.90900547450343
317,Melbourne - North West,-27.61659643166337,152.08412375822635
318,Melbourne - North West,-20.04020359404755,145.9323859536981
319,Melbourne - North West,-25.62551164413849,151.78637676339287
401,Melbourne - North West,-34.97127466188179,138.83746731172184
402,Melbourne - North West,-34.68721437702282,138.66490754451226
403,Melbourne - North West,-35.142837676937745,138.5714503148114
404,Melbourne - North West,-34.87483112963411,138.53018322068735
405,Melbourne - North West,-33.657543342359276,138.44616638028592
406,Geelong,-29.483641869967457,135.37744546322793
407,Melbourne - Outer East,-35.69868255176795,139.91239976778587
501,Melbourne - Outer East,-33.95484970365329,116.0092479906172
502,Melbourne - Outer East,-32.632337909348514,115.83057991586666
503,Melbourne - Outer East,-31.95618017511115,115.80989357008112
504,Melbourne - Outer East,-31.808420709664667,116.13402529949296
505,Melbourne - Outer East,-31.662169246766904,115.76966145887673
506,Melbourne - Outer East,-32.20670456937523,116.06289454702384
507,Melbourne - Outer East,-32.22379044223357,115.80038683744888
509,Melbourne - Outer East,-32.06717456268473,117.91849877782236
510,Melbourne - Outer East,-20.041429853587903,123.72174335683258
511,Western Australia - Wheat Belt,-27.73431447306628,121.98986822862965
601,Melbourne - South East,-42.83107346027287,147.43760168403878
602,Melbourne - South East,-41.36134625966623,147.4579210832107
603,Melbourne - South East,-42.631369600435754,146.86432251570625
604,Melbourne - South East,-41.62929221567408,145.4794649557555
701,Melbourne - South East,-12.523038308992165,131.10710615500955
702,Melbourne - South East,-19.43044960098959,133.3699683953752
801,Melbourne - South East,-35.488696807907026,149.00250087629564
101,Melbourne - South East,-35.56480661904707,149.24496858054158
102,Melbourne - South East,-33.307973616228665,151.28548871775425
103,Melbourne - South East,-33.21695267227074,148.35583329698483
104,Sydney - Parramatta,-29.81602459218733,152.77389091419155
105,Melbourne - West,-30.98607110510004,145.02700095626977
106,Melbourne - West,-32.354809754967796,150.98493896132547
107,Melbourne - West,-34.43464746920167,150.77112148604593
108,Melbourne - West,-31.56475375295849,152.3410754731416
109,Melbourne - West,-34.42273850528109,144.04336870909952
110,Melbourne - West,-30.06343259481106,150.70196291955014
111,Melbourne - West,-32.996589657922144,151.57628227099417
112,Melbourne - West,-28.74360701852521,153.06375654487928
113,Melbourne - West,-34.62323212023278,146.7717570953971
114,Melbourne - West,-34.87399696990989,150.36580572070247
115,Sydney - Ryde,-33.36854408296387,150.82884225377467
116,Mornington Peninsula,-33.740696447975246,150.8642863405174
117,Mornington Peninsula,-33.91745736779888,151.19257052341402
118,Mornington Peninsula,-33.915782702854976,151.2482630823201
119,Mornington Peninsula,-33.94171682119025,151.064097532067
120,Mornington Peninsula,-33.8733267017301,151.1188315703099
121,Mornington Peninsula,-33.69384898353092,151.15991905245693
122,Mornington Peninsula,-33.690224039668124,151.24967578352107
123,Mornington Peninsula,-34.122758891832056,150.68155538421593
124,Mornington Peninsula,-33.87415044055477,150.3804464824165
125,Mornington Peninsula,-33.82602282541946,151.00466633793403
126,Sydney - South West,-33.78735549554608,151.10081960176802
127,North West,-33.931965181895556,150.81697007758063
128,North West,-34.07535950199354,151.0631077194213
201,North West,-37.3755507918783,143.73463527302883
202,North West,-36.600666031621074,144.09445935984334
203,North West,-38.11096133483488,144.12656758112462
204,North West,-36.77614687173805,146.4136936106068
205,North West,-37.73050117461709,147.4116162357244
206,North West,-37.80018958422797,144.96449061860866
207,North West,-37.804765598261795,145.10486620468455
208,North West,-37.95031984122697,145.0638284814182
209,Sydney - Sutherland,-37.52068178668238,145.16921409584813
210,Shepparton,-37.47595839927483,144.7458238594574
211,Shepparton,-37.759611736524384,145.50589806339792
212,Shepparton,-38.07317397835027,145.4681553920473
213,Shepparton,-37.77645109418832,144.6249566738668
214,Shepparton,-38.31031503071734,145.0563064284544
215,Shepparton,-35.86805797802842,142.23778318927538
216,Shepparton,-36.25195753896773,145.16780430677113
217,Shepparton,-37.9744299727704,142.3822831055524
301,Shepparton,-27.54773758251544,153.32582053073045
302,Shepparton,-27.368020226044155,153.0599573595914
303,Ballarat,-27.56695647511733,153.0694935140182
304,Warrnambool and South West,-27.48579045328956,152.90748157358706
