,Year,SA4 Code,Household Stress - Census Households with rent payments greater than or equal to 30% of household income (%),Rent and Mortgage Payments - Census Average monthly household mortgage payment ($),Rent and Mortgage Payments - Census Average monthly household rental payment ($),Housing Suitability - Occupied private dwellings - Census Dwellings with extra bedrooms needed (no.),Household Stress - Census Households with mortgage repayments greater than or equal to 30% of household income (%),Building Approvals - Year ended 30 June Value of residential building ($m),Building Approvals - Year ended 30 June Private sector dwellings excluding houses (no.),Building Approvals - Year ended 30 June Total private sector dwelling units (no.),Building Approvals - Year ended 30 June Total value of private sector dwelling units ($m),Building Approvals - Year ended 30 June Private sector houses (no.),Building Approvals - Year ended 30 June Total dwelling units (no.),Building Approvals - Year ended 30 June Value of private sector houses ($m),Building Approvals - Year ended 30 June Value of private sector dwellings excluding houses ($m),SA4 Name,Value of New Other Residential Building ($000),Total Dwelling Number,Number of New Houses,Number of New Other Residential Buildings,Value of Total Residential Buildings ($000),Value of Alterations ($000),Value of New Houses ($000),SA4 Name 2011,Average number of Persons per bedroom,Median total family income weekly,Median total household income weekly,Median age of persons,Median total personal income weekly,Average household size,Median rent weekly,Median mortgage repayment monthly,Estimates of Personal Income - Year ended 30 June Total income (excl. Government pensions and allowances) - Gini coefficient,Estimates of Personal Income - Year ended 30 June Mean employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers - Mean ($),Estimates of Personal Income - Year ended 30 June Mean investment income ($),Estimates of Personal Income - Year ended 30 June Median employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers  - Median ($),Estimates of Personal Income - Year ended 30 June Median investment income ($),State and Territory Id,House Median Sales Price,House No of Transactions,Attached dwellings Median Sales Price,Attached dwellings No of Transactions
90,2012,101,,,,,,,,,,,,,,,32068.6,878.0,684.0,183.0,254730.3,39565.7,183096.0,Capital Region,,,,,,,,,,,,,,,,1,,,,
91,2012,102,,,,,,,,,,,,,,,40830.7,772.0,535.0,216.0,241041.7,61997.8,138213.2,Central Coast,,,,,,,,,,,,,,,,1,,,,
92,2012,103,,,,,,,,,,,,,,,22755.0,973.0,838.0,123.0,282577.8,33843.8,225979.0,Central West,,,,,,,,,,,,,,,,1,,,,
93,2012,104,,,,,,,,,,,,,,,16530.4,423.0,347.0,66.0,128643.8,22912.1,89201.3,Coffs Harbour - Grafton,,,,,,,,,,,,,,,,1,,,,
94,2012,105,,,,,,,,,,,,,,,21074.2,394.0,289.0,104.0,107907.8,10126.6,76707.0,Far West and Orana,,,,,,,,,,,,,,,,1,,,,
95,2012,106,,,,,,,,,,,,,,,80954.6,1926.0,1470.0,447.0,502383.2,42617.8,378810.7,Hunter Valley exc Newcastle,,,,,,,,,,,,,,,,1,,,,
96,2012,107,,,,,,,,,,,,,,,52639.2,1000.0,700.0,281.0,325093.1,54840.2,217613.7,Illawarra,,,,,,,,,,,,,,,,1,,,,
97,2012,108,,,,,,,,,,,,,,,14919.3,742.0,655.0,79.0,221098.5,31345.8,174833.4,Mid North Coast,,,,,,,,,,,,,,,,1,,,,
98,2012,109,,,,,,,,,,,,,,,3785.7,423.0,394.0,28.0,133601.0,23597.9,106217.3,Murray,,,,,,,,,,,,,,,,1,,,,
99,2012,110,,,,,,,,,,,,,,,14892.3,653.0,561.0,84.0,197906.3,33622.9,149391.1,New England and North West,,,,,,,,,,,,,,,,1,,,,
100,2012,111,,,,,,,,,,,,,,,54299.9,1300.0,959.0,323.0,426549.0,96364.8,275884.4,Newcastle and Lake Macquarie,,,,,,,,,,,,,,,,1,,,,
101,2012,112,,,,,,,,,,,,,,,14399.3,634.0,547.0,76.0,203885.7,36462.9,153023.5,Richmond - Tweed,,,,,,,,,,,,,,,,1,,,,
102,2012,113,,,,,,,,,,,,,,,6768.1,449.0,402.0,38.0,146024.6,32986.1,106270.4,Riverina,,,,,,,,,,,,,,,,1,,,,
103,2012,114,,,,,,,,,,,,,,,24083.6,745.0,620.0,117.0,224907.3,40414.8,160408.9,Southern Highlands and Shoalhaven,,,,,,,,,,,,,,,,1,,,,
104,2012,115,,,,,,,,,,,,,,,173168.3,1455.0,685.0,759.0,461721.0,43163.8,245388.8,Sydney - Baulkham Hills and Hawkesbury,,,,,,,,,,,,,,,,1,,,,
105,2012,116,,,,,,,,,,,,,,,114005.1,2192.0,1474.0,691.0,484373.6,20849.7,349518.9,Sydney - Blacktown,,,,,,,,,,,,,,,,1,,,,
106,2012,117,,,,,,,,,,,,,,,1197879.8,4493.0,104.0,4181.0,1350982.1,123404.0,29698.3,Sydney - City and Inner South,,,,,,,,,,,,,,,,1,,,,
107,2012,118,,,,,,,,,,,,,,,253866.3,1262.0,393.0,756.0,696664.0,210833.5,231964.2,Sydney - Eastern Suburbs,,,,,,,,,,,,,,,,1,,,,
108,2012,119,,,,,,,,,,,,,,,477236.9,2860.0,632.0,2173.0,750568.3,85495.3,187836.1,Sydney - Inner South West,,,,,,,,,,,,,,,,1,,,,
109,2012,120,,,,,,,,,,,,,,,566680.9,2089.0,85.0,2003.0,685011.0,80051.0,38279.1,Sydney - Inner West,,,,,,,,,,,,,,,,1,,,,
110,2012,121,,,,,,,,,,,,,,,397724.2,2082.0,436.0,1585.0,940255.5,301928.6,240602.8,Sydney - North Sydney and Hornsby,,,,,,,,,,,,,,,,1,,,,
111,2012,122,,,,,,,,,,,,,,,151778.8,771.0,243.0,513.0,415061.2,142936.2,120346.1,Sydney - Northern Beaches,,,,,,,,,,,,,,,,1,,,,
112,2012,123,,,,,,,,,,,,,,,92263.8,1758.0,1178.0,566.0,429377.2,27918.5,309194.9,Sydney - Outer South West,,,,,,,,,,,,,,,,1,,,,
113,2012,124,,,,,,,,,,,,,,,99721.3,1668.0,1062.0,587.0,413807.4,53937.9,260148.2,Sydney - Outer West and Blue Mountains,,,,,,,,,,,,,,,,1,,,,
114,2012,125,,,,,,,,,,,,,,,869618.2,3903.0,631.0,3203.0,1069004.2,43509.9,155876.0,Sydney - Parramatta,,,,,,,,,,,,,,,,1,,,,
115,2012,126,,,,,,,,,,,,,,,319891.9,1503.0,213.0,1284.0,462079.8,49611.0,92576.9,Sydney - Ryde,,,,,,,,,,,,,,,,1,,,,
116,2012,127,,,,,,,,,,,,,,,88951.3,2474.0,2077.0,358.0,612355.8,19108.5,504296.0,Sydney - South West,,,,,,,,,,,,,,,,1,,,,
117,2012,128,,,,,,,,,,,,,,,85237.6,608.0,277.0,324.0,261269.7,64124.8,111907.3,Sydney - Sutherland,,,,,,,,,,,,,,,,1,,,,
118,2012,201,,,,,,,,,,,,,,,27376.1,1254.0,1079.0,163.0,319655.1,41724.7,250554.4,Ballarat,,,,,,,,,,,,,,,,2,,,,
119,2012,202,,,,,,,,,,,,,,,11256.0,1403.0,1330.0,69.0,370160.0,43066.5,315837.5,Bendigo,,,,,,,,,,,,,,,,2,,,,
120,2012,203,,,,,,,,,,,,,,,58069.6,2682.0,2327.0,304.0,820006.6,125259.3,636677.6,Geelong,,,,,,,,,,,,,,,,2,,,,
121,2012,204,,,,,,,,,,,,,,,29276.6,1265.0,1033.0,226.0,334542.0,46512.7,258752.7,Hume,,,,,,,,,,,,,,,,2,,,,
122,2012,205,,,,,,,,,,,,,,,22351.8,1878.0,1715.0,147.0,541495.1,84797.0,434346.3,Latrobe - Gippsland,,,,,,,,,,,,,,,,2,,,,
123,2012,206,,,,,,,,,,,,,,,2037384.5,8370.0,548.0,7154.0,2932702.2,623318.6,271999.1,Melbourne - Inner,,,,,,,,,,,,,,,,2,,,,
124,2012,207,,,,,,,,,,,,,,,478814.4,2626.0,817.0,1786.0,1172159.6,246895.6,446449.6,Melbourne - Inner East,,,,,,,,,,,,,,,,2,,,,
125,2012,208,,,,,,,,,,,,,,,606296.3,2825.0,715.0,2092.0,1174235.1,223005.8,344933.0,Melbourne - Inner South,,,,,,,,,,,,,,,,2,,,,
126,2012,209,,,,,,,,,,,,,,,293185.5,4751.0,3239.0,1489.0,1192121.2,112646.4,786289.4,Melbourne - North East,,,,,,,,,,,,,,,,2,,,,
127,2012,210,,,,,,,,,,,,,,,204011.9,3413.0,2180.0,1212.0,803171.6,60564.9,538594.8,Melbourne - North West,,,,,,,,,,,,,,,,2,,,,
128,2012,211,,,,,,,,,,,,,,,204655.4,2201.0,1258.0,921.0,677566.2,123108.5,349802.3,Melbourne - Outer East,,,,,,,,,,,,,,,,2,,,,
129,2012,212,,,,,,,,,,,,,,,240490.0,5518.0,4172.0,1320.0,1373365.0,86737.4,1046137.6,Melbourne - South East,,,,,,,,,,,,,,,,2,,,,
130,2012,213,,,,,,,,,,,,,,,631067.2,6928.0,3992.0,2678.0,1756671.0,155676.8,969927.0,Melbourne - West,,,,,,,,,,,,,,,,2,,,,
131,2012,214,,,,,,,,,,,,,,,117342.4,1973.0,1291.0,616.0,681681.5,147716.3,416622.7,Mornington Peninsula,,,,,,,,,,,,,,,,2,,,,
132,2012,215,,,,,,,,,,,,,,,1265.8,471.0,457.0,7.0,148847.9,32320.7,115261.4,North West,,,,,,,,,,,,,,,,2,,,,
133,2012,216,,,,,,,,,,,,,,,1303.7,506.0,495.0,7.0,157971.1,35300.8,121366.6,Shepparton,,,,,,,,,,,,,,,,2,,,,
134,2012,217,,,,,,,,,,,,,,,14841.8,571.0,505.0,57.0,194486.6,36863.3,142781.5,Warrnambool and South West,,,,,,,,,,,,,,,,2,,,,
135,2012,301,,,,,,,,,,,,,,,40018.7,1000.0,720.0,274.0,283753.0,38584.4,205150.0,Brisbane - East,,,,,,,,,,,,,,,,3,,,,
136,2012,302,,,,,,,,,,,,,,,136281.3,1384.0,512.0,869.0,333851.5,60028.1,137542.1,Brisbane - North,,,,,,,,,,,,,,,,3,,,,
137,2012,303,,,,,,,,,,,,,,,133865.9,1261.0,535.0,717.0,422449.0,106255.4,182327.7,Brisbane - South,,,,,,,,,,,,,,,,3,,,,
138,2012,304,,,,,,,,,,,,,,,27464.5,526.0,396.0,125.0,260996.6,76435.2,157096.9,Brisbane - West,,,,,,,,,,,,,,,,3,,,,
139,2012,305,,,,,,,,,,,,,,,638165.4,2842.0,282.0,2540.0,1009143.7,218239.9,152738.4,Brisbane Inner City,,,,,,,,,,,,,,,,3,,,,
140,2012,306,,,,,,,,,,,,,,,4650.0,699.0,669.0,25.0,254050.2,62102.4,187297.7,Cairns,,,,,,,,,,,,,,,,3,,,,
141,2012,307,,,,,,,,,,,,,,,28636.3,859.0,699.0,157.0,239094.1,29239.7,181218.1,Darling Downs - Maranoa,,,,,,,,,,,,,,,,3,,,,
142,2012,308,,,,,,,,,,,,,,,246019.9,3305.0,2327.0,977.0,947628.0,52475.0,649133.0,Fitzroy,,,,,,,,,,,,,,,,3,,,,
143,2012,309,,,,,,,,,,,,,,,311611.0,2608.0,1331.0,1267.0,776806.6,76279.1,388916.5,Gold Coast,,,,,,,,,,,,,,,,3,,,,
144,2012,310,,,,,,,,,,,,,,,76285.2,2332.0,1726.0,602.0,492669.8,37997.2,378387.3,Ipswich,,,,,,,,,,,,,,,,3,,,,
145,2012,311,,,,,,,,,,,,,,,89310.9,1465.0,926.0,526.0,318006.2,30508.0,198187.3,Logan - Beaudesert,,,,,,,,,,,,,,,,3,,,,
146,2012,312,,,,,,,,,,,,,,,223211.0,2676.0,1768.0,899.0,810279.0,48463.6,538604.4,Mackay,,,,,,,,,,,,,,,,3,,,,
147,2012,313,,,,,,,,,,,,,,,64386.5,1053.0,671.0,374.0,255567.8,32852.2,158329.1,Moreton Bay - North,,,,,,,,,,,,,,,,3,,,,
148,2012,314,,,,,,,,,,,,,,,139011.6,1953.0,1098.0,854.0,413331.7,25081.1,249239.1,Moreton Bay - South,,,,,,,,,,,,,,,,3,,,,
149,2012,315,,,,,,,,,,,,,,,9511.3,156.0,114.0,39.0,50175.3,10411.6,30252.4,Queensland - Outback,,,,,,,,,,,,,,,,3,,,,
150,2012,316,,,,,,,,,,,,,,,92196.5,1700.0,1212.0,478.0,540808.6,93697.2,354914.9,Sunshine Coast,,,,,,,,,,,,,,,,3,,,,
151,2012,317,,,,,,,,,,,,,,,41256.0,825.0,573.0,246.0,226248.8,35531.2,149461.6,Toowoomba,,,,,,,,,,,,,,,,3,,,,
152,2012,318,,,,,,,,,,,,,,,98227.5,1828.0,1337.0,482.0,488353.4,62485.7,327640.3,Townsville,,,,,,,,,,,,,,,,3,,,,
153,2012,319,,,,,,,,,,,,,,,20153.0,1240.0,1108.0,127.0,310927.2,43171.4,247602.8,Wide Bay,,,,,,,,,,,,,,,,3,,,,
154,2012,401,,,,,,,,,,,,,,,133948.2,1520.0,793.0,505.0,574811.1,205363.5,235499.4,Adelaide - Central and Hills,,,,,,,,,,,,,,,,4,,,,
155,2012,402,,,,,,,,,,,,,,,45748.3,2378.0,2119.0,250.0,475400.1,29620.0,400031.8,Adelaide - North,,,,,,,,,,,,,,,,4,,,,
156,2012,403,,,,,,,,,,,,,,,81623.5,1633.0,1157.0,467.0,406506.7,65870.6,259012.6,Adelaide - South,,,,,,,,,,,,,,,,4,,,,
157,2012,404,,,,,,,,,,,,,,,85674.7,1058.0,627.0,425.0,262659.9,37959.3,139025.9,Adelaide - West,,,,,,,,,,,,,,,,4,,,,
158,2012,405,,,,,,,,,,,,,,,2358.5,605.0,586.0,15.0,144834.1,22143.7,120331.9,Barossa - Yorke - Mid North,,,,,,,,,,,,,,,,4,,,,
159,2012,406,,,,,,,,,,,,,,,2877.1,473.0,449.0,20.0,123055.4,16996.3,103181.9,South Australia - Outback,,,,,,,,,,,,,,,,4,,,,
160,2012,407,,,,,,,,,,,,,,,3606.5,1132.0,1106.0,19.0,263070.0,38089.0,221374.5,South Australia - South East,,,,,,,,,,,,,,,,4,,,,
161,2012,501,,,,,,,,,,,,,,,11302.6,1575.0,1503.0,69.0,450140.9,43031.2,395807.1,Bunbury,,,,,,,,,,,,,,,,5,,,,
162,2012,502,,,,,,,,,,,,,,,17865.6,1147.0,1005.0,141.0,259957.3,9778.8,232312.8,Mandurah,,,,,,,,,,,,,,,,5,,,,
163,2012,503,,,,,,,,,,,,,,,289513.8,1421.0,423.0,996.0,630650.7,96722.2,244414.7,Perth - Inner,,,,,,,,,,,,,,,,5,,,,
164,2012,504,,,,,,,,,,,,,,,119915.8,2947.0,2298.0,637.0,699476.7,53087.9,526473.0,Perth - North East,,,,,,,,,,,,,,,,5,,,,
165,2012,505,,,,,,,,,,,,,,,204058.5,5018.0,4020.0,985.0,1322197.0,98792.0,1019346.5,Perth - North West,,,,,,,,,,,,,,,,5,,,,
166,2012,506,,,,,,,,,,,,,,,263547.0,4856.0,3591.0,1235.0,1188140.0,82665.6,841927.4,Perth - South East,,,,,,,,,,,,,,,,5,,,,
167,2012,507,,,,,,,,,,,,,,,150964.6,4173.0,3470.0,695.0,1110202.2,91904.6,867333.1,Perth - South West,,,,,,,,,,,,,,,,5,,,,
168,2012,508,,,,,,,,,,,,,,,344381.9,3013.0,2159.0,850.0,1194949.6,68449.2,782118.5,Western Australia - Outback,,,,,,,,,,,,,,,,5,,,,
169,2012,509,,,,,,,,,,,,,,,11431.2,736.0,668.0,67.0,205911.9,27449.5,167031.2,Western Australia - Wheat Belt,,,,,,,,,,,,,,,,5,,,,
170,2012,601,,,,,,,,,,,,,,,32013.9,721.0,527.0,185.0,214823.8,59718.6,123091.3,Hobart,,,,,,,,,,,,,,,,6,,,,
171,2012,602,,,,,,,,,,,,,,,15562.0,469.0,369.0,94.0,127805.9,28193.0,84051.0,Launceston and North East,,,,,,,,,,,,,,,,6,,,,
172,2012,603,,,,,,,,,,,,,,,918.0,222.0,215.0,6.0,59988.8,11895.7,47175.1,South East,,,,,,,,,,,,,,,,6,,,,
173,2012,604,,,,,,,,,,,,,,,11990.9,383.0,307.0,71.0,107766.3,19682.2,76093.2,West and North West,,,,,,,,,,,,,,,,6,,,,
174,2012,701,,,,,,,,,,,,,,,512989.0,1967.0,695.0,1250.0,804811.1,53822.4,237999.7,Darwin,,,,,,,,,,,,,,,,7,,,,
175,2012,702,,,,,,,,,,,,,,,36451.5,215.0,99.0,106.0,77097.1,11751.9,28893.7,Northern Territory - Outback,,,,,,,,,,,,,,,,7,,,,
176,2012,801,,,,,,,,,,,,,,,497540.3,3802.0,1712.0,2086.0,1198063.1,115866.3,584656.5,Australian Capital Territory,,,,,,,,,,,,,,,,8,,,,
177,2013,101,,,,,,,,,,,,,,,19808.2,956.0,849.0,100.0,308541.5,44646.1,244087.3,Capital Region,,,,,,,,,,,,,,,,1,362000.0,3080.0,267500.0,892.0
178,2013,102,,,,,,,,,,,,,,,115947.5,1223.0,609.0,591.0,329572.6,70942.5,142682.6,Central Coast,,,,,,,,,,,,,,,,1,387000.0,5494.0,302750.0,1594.0
179,2013,103,,,,,,,,,,,,,,,23475.6,1030.0,890.0,133.0,285578.1,30572.9,231529.6,Central West,,,,,,,,,,,,,,,,1,295000.0,3129.0,229000.0,257.0
180,2013,104,,,,,,,,,,,,,,,10887.6,417.0,359.0,53.0,125933.6,23735.4,91310.5,Coffs Harbour - Grafton,,,,,,,,,,,,,,,,1,353500.0,1766.0,275000.0,437.0
181,2013,105,,,,,,,,,,,,,,,23842.7,512.0,352.0,153.0,127959.9,10509.1,93608.1,Far West and Orana,,,,,,,,,,,,,,,,1,200000.0,1719.0,208000.0,75.0
182,2013,106,,,,,,,,,,,,,,,69944.1,1913.0,1515.0,388.0,498286.0,46745.2,381596.7,Hunter Valley exc Newcastle,,,,,,,,,,,,,,,,1,365000.0,4071.0,285000.0,730.0
183,2013,107,,,,,,,,,,,,,,,141484.9,1358.0,758.0,583.0,421756.5,51588.2,228683.3,Illawarra,,,,,,,,,,,,,,,,1,450000.0,3317.0,352500.0,1597.0
184,2013,108,,,,,,,,,,,,,,,28833.7,881.0,740.0,115.0,247867.9,31941.5,187092.7,Mid North Coast,,,,,,,,,,,,,,,,1,338000.0,2991.0,255000.0,906.0
185,2013,109,,,,,,,,,,,,,,,21233.6,588.0,517.0,69.0,189322.3,26044.3,142044.4,Murray,,,,,,,,,,,,,,,,1,238000.0,1590.0,180000.0,326.0
186,2013,110,,,,,,,,,,,,,,,12153.4,753.0,676.0,74.0,228109.7,36078.9,179877.3,New England and North West,,,,,,,,,,,,,,,,1,262000.0,2511.0,226000.0,167.0
187,2013,111,,,,,,,,,,,,,,,141261.0,2035.0,1247.0,730.0,566920.9,109130.9,316529.0,Newcastle and Lake Macquarie,,,,,,,,,,,,,,,,1,410000.0,5205.0,345000.0,1528.0
188,2013,112,,,,,,,,,,,,,,,54045.8,946.0,686.0,237.0,289795.1,43396.2,192353.1,Richmond - Tweed,,,,,,,,,,,,,,,,1,430000.0,2559.0,325000.0,1294.0
189,2013,113,,,,,,,,,,,,,,,32728.2,654.0,537.0,112.0,213331.6,29793.6,150809.8,Riverina,,,,,,,,,,,,,,,,1,255000.0,1984.0,220000.0,213.0
190,2013,114,,,,,,,,,,,,,,,15336.7,813.0,705.0,84.0,252621.5,48630.0,188654.8,Southern Highlands and Shoalhaven,,,,,,,,,,,,,,,,1,385000.0,2638.0,305000.0,281.0
191,2013,115,,,,,,,,,,,,,,,115027.2,1583.0,1046.0,525.0,547408.6,42608.4,389773.0,Sydney - Baulkham Hills and Hawkesbury,,,,,,,,,,,,,,,,1,750000.0,2857.0,555000.0,602.0
192,2013,116,,,,,,,,,,,,,,,187346.4,2856.0,1647.0,1152.0,598040.9,22574.3,388120.2,Sydney - Blacktown,,,,,,,,,,,,,,,,1,435000.0,4105.0,338000.0,1231.0
193,2013,117,,,,,,,,,,,,,,,1293193.8,4890.0,92.0,4697.0,1427509.8,108242.2,26073.8,Sydney - City and Inner South,,,,,,,,,,,,,,,,1,860000.0,1593.0,605000.0,6255.0
194,2013,118,,,,,,,,,,,,,,,388677.9,1508.0,416.0,1024.0,833452.1,208734.3,236040.0,Sydney - Eastern Suburbs,,,,,,,,,,,,,,,,1,1550000.0,1890.0,662000.0,3475.0
195,2013,119,,,,,,,,,,,,,,,1197873.4,5780.0,858.0,4861.0,1537478.4,95545.3,244059.7,Sydney - Inner South West,,,,,,,,,,,,,,,,1,685000.0,4456.0,450000.0,4952.0
196,2013,120,,,,,,,,,,,,,,,483372.6,1793.0,134.0,1620.0,666581.6,117481.9,65727.1,Sydney - Inner West,,,,,,,,,,,,,,,,1,1005500.0,2230.0,566500.0,3908.0
197,2013,121,,,,,,,,,,,,,,,1100741.8,4406.0,439.0,3767.0,1670643.1,342252.7,227648.7,Sydney - North Sydney and Hornsby,,,,,,,,,,,,,,,,1,1210000.0,3781.0,635000.0,5057.0
198,2013,122,,,,,,,,,,,,,,,97262.2,685.0,321.0,353.0,409028.8,154961.0,156805.6,Sydney - Northern Beaches,,,,,,,,,,,,,,,,1,1008750.0,2378.0,572500.0,2567.0
199,2013,123,,,,,,,,,,,,,,,84828.9,2050.0,1613.0,428.0,547722.3,31111.7,431781.7,Sydney - Outer South West,,,,,,,,,,,,,,,,1,400000.0,3406.0,285000.0,664.0
200,2013,124,,,,,,,,,,,,,,,86498.9,1820.0,1268.0,509.0,462682.3,54920.2,321263.2,Sydney - Outer West and Blue Mountains,,,,,,,,,,,,,,,,1,406000.0,4361.0,304500.0,1164.0
201,2013,125,,,,,,,,,,,,,,,942097.0,4595.0,724.0,3816.0,1144448.9,39620.5,162731.5,Sydney - Parramatta,,,,,,,,,,,,,,,,1,585000.0,3559.0,415000.0,4399.0
202,2013,126,,,,,,,,,,,,,,,362928.6,1582.0,202.0,1325.0,507109.1,45742.3,98438.2,Sydney - Ryde,,,,,,,,,,,,,,,,1,950000.0,1537.0,565000.0,1852.0
203,2013,127,,,,,,,,,,,,,,,271989.3,3679.0,2376.0,1274.0,897517.8,20720.3,604808.2,Sydney - South West,,,,,,,,,,,,,,,,1,480150.0,3673.0,300000.0,1289.0
204,2013,128,,,,,,,,,,,,,,,110862.2,664.0,353.0,299.0,316482.5,65926.3,139693.9,Sydney - Sutherland,,,,,,,,,,,,,,,,1,771000.0,2010.0,491500.0,2020.0
205,2013,201,,,,,,,,,,,,,,,19522.4,1254.0,1122.0,126.0,345255.9,46341.9,279391.7,Ballarat,,,,,,,,,,,,,,,,2,280500.0,3087.0,230000.0,355.0
206,2013,202,,,,,,,,,,,,,,,17378.7,1363.0,1264.0,96.0,387556.6,53121.1,317056.7,Bendigo,,,,,,,,,,,,,,,,2,317000.0,2777.0,237000.0,281.0
207,2013,203,,,,,,,,,,,,,,,55227.0,2981.0,2675.0,290.0,907442.9,126444.6,725771.4,Geelong,,,,,,,,,,,,,,,,2,389000.0,4805.0,305000.0,973.0
208,2013,204,,,,,,,,,,,,,,,6200.8,1122.0,1084.0,35.0,336068.2,46476.8,283390.6,Hume,,,,,,,,,,,,,,,,2,269000.0,2708.0,195000.0,278.0
209,2013,205,,,,,,,,,,,,,,,31287.4,1893.0,1713.0,172.0,547591.0,85554.5,430749.1,Latrobe - Gippsland,,,,,,,,,,,,,,,,2,277000.0,5294.0,229000.0,529.0
210,2013,206,,,,,,,,,,,,,,,3347206.0,12042.0,628.0,11264.0,4160523.8,526079.5,287238.2,Melbourne - Inner,,,,,,,,,,,,,,,,2,771500.0,5108.0,495000.0,10057.0
211,2013,207,,,,,,,,,,,,,,,626537.3,3359.0,1039.0,2312.0,1494136.2,242654.8,624944.2,Melbourne - Inner East,,,,,,,,,,,,,,,,2,898000.0,4176.0,530000.0,2457.0
212,2013,208,,,,,,,,,,,,,,,516769.8,2804.0,827.0,1940.0,1191598.2,257962.0,416866.4,Melbourne - Inner South,,,,,,,,,,,,,,,,2,810000.0,4381.0,500000.0,3618.0
213,2013,209,,,,,,,,,,,,,,,277774.9,4635.0,3077.0,1543.0,1178719.0,117043.8,783900.3,Melbourne - North East,,,,,,,,,,,,,,,,2,470000.0,5543.0,385000.0,1666.0
214,2013,210,,,,,,,,,,,,,,,238618.9,3703.0,2363.0,1315.0,884330.6,58446.8,587264.9,Melbourne - North West,,,,,,,,,,,,,,,,2,410000.0,4495.0,364750.0,906.0
215,2013,211,,,,,,,,,,,,,,,282218.4,2861.0,1598.0,1246.0,837137.7,125981.1,428938.2,Melbourne - Outer East,,,,,,,,,,,,,,,,2,480000.0,6819.0,380000.0,2087.0
216,2013,212,,,,,,,,,,,,,,,393195.6,6956.0,5073.0,1860.0,1769123.5,97448.8,1278479.0,Melbourne - South East,,,,,,,,,,,,,,,,2,420000.0,9109.0,357500.0,2373.0
217,2013,213,,,,,,,,,,,,,,,291966.8,6309.0,4759.0,1528.0,1551645.8,113444.4,1146234.4,Melbourne - West,,,,,,,,,,,,,,,,2,390000.0,9158.0,340000.0,2127.0
218,2013,214,,,,,,,,,,,,,,,136602.1,1918.0,1312.0,594.0,715385.8,138433.9,440349.8,Mornington Peninsula,,,,,,,,,,,,,,,,2,442500.0,6155.0,327000.0,1447.0
219,2013,215,,,,,,,,,,,,,,,2706.8,600.0,585.0,14.0,184616.3,31950.0,149959.5,North West,,,,,,,,,,,,,,,,2,185000.0,2614.0,167000.0,241.0
220,2013,216,,,,,,,,,,,,,,,4006.6,491.0,468.0,23.0,176120.0,47100.0,125013.4,Shepparton,,,,,,,,,,,,,,,,2,250000.0,1656.0,202000.0,199.0
221,2013,217,,,,,,,,,,,,,,,5339.8,528.0,496.0,28.0,186138.6,40492.3,140306.5,Warrnambool and South West,,,,,,,,,,,,,,,,2,265000.0,1683.0,239000.0,178.0
222,2013,301,,,,,,,,,,,,,,,64342.9,1300.0,952.0,342.0,368511.1,43669.2,260499.0,Brisbane - East,,,,,,,,,,,,,,,,3,470000.0,3757.0,351500.0,590.0
223,2013,302,,,,,,,,,,,,,,,285685.4,2034.0,727.0,1300.0,536382.5,66244.5,184452.6,Brisbane - North,,,,,,,,,,,,,,,,3,455000.0,2990.0,370000.0,1311.0
224,2013,303,,,,,,,,,,,,,,,409015.3,2732.0,762.0,1961.0,791331.0,112119.9,270195.9,Brisbane - South,,,,,,,,,,,,,,,,3,515000.0,4558.0,380900.0,1818.0
225,2013,304,,,,,,,,,,,,,,,79337.6,834.0,466.0,366.0,337295.8,85166.7,172791.5,Brisbane - West,,,,,,,,,,,,,,,,3,550000.0,2396.0,417250.0,648.0
226,2013,305,,,,,,,,,,,,,,,1565296.1,6070.0,332.0,5722.0,1983340.2,242765.0,175279.2,Brisbane Inner City,,,,,,,,,,,,,,,,3,707000.0,2757.0,453000.0,5165.0
227,2013,306,,,,,,,,,,,,,,,5823.6,917.0,880.0,23.0,308464.9,56961.7,245679.6,Cairns,,,,,,,,,,,,,,,,3,345000.0,3327.0,193000.0,1322.0
228,2013,307,,,,,,,,,,,,,,,38032.9,853.0,661.0,190.0,235531.8,24975.9,172522.9,Darling Downs - Maranoa,,,,,,,,,,,,,,,,3,270000.0,1654.0,289000.0,79.0
229,2013,308,,,,,,,,,,,,,,,91082.9,1658.0,1293.0,363.0,491708.5,37707.4,362918.2,Fitzroy,,,,,,,,,,,,,,,,3,375000.0,3683.0,373500.0,526.0
230,2013,309,,,,,,,,,,,,,,,641889.0,4465.0,1872.0,2586.0,1288223.4,95243.1,551091.3,Gold Coast,,,,,,,,,,,,,,,,3,480000.0,7017.0,340000.0,6043.0
231,2013,310,,,,,,,,,,,,,,,67050.6,2363.0,1987.0,368.0,549900.5,41050.5,441799.3,Ipswich,,,,,,,,,,,,,,,,3,316500.0,4279.0,320000.0,435.0
232,2013,311,,,,,,,,,,,,,,,55157.0,1652.0,1288.0,355.0,366739.4,30890.4,280692.0,Logan - Beaudesert,,,,,,,,,,,,,,,,3,350000.0,3933.0,265000.0,699.0
233,2013,312,,,,,,,,,,,,,,,109667.0,1581.0,1079.0,501.0,477389.0,38681.3,329040.7,Mackay,,,,,,,,,,,,,,,,3,425000.0,2429.0,350000.0,591.0
